review_id,user_name,review_title,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appversion,laguage_code,country_code
1f439183-a0f3-40bd-ae69-a76ff1e879ff,rhum “emjhay” roque,,good,3,0,8/8/2023 14:37,is there anything that we can do to rate us 5 stars ✨. let us know if we can help you with something,10/28/2023 12:35,23.02.25000,en,us
1d5409c3-372a-4c49-9583-301a13bb79bb,felicia,,"i've been using this app for years, and i absolutely love it. i love that we can finally send a backup to another source, so i don't have to keep downloading it and adding my passwords every time i switch phones.",5,9,7/25/2023 17:53,we're always working hard to improve the app. thanks for your download and feedback.,7/25/2023 22:44,23.02.25000,en,us
302564a8-15db-413d-a166-e9286de1efd3,herbert pearson,,easy to use. great having to remember only one password. it needs to have more categories for easier queries.,4,3,7/23/2023 20:11,we appreciate your feedback and support. thank you,10/28/2023 12:36,23.02.25000,en,us
99df5404-b4e4-4a06-aa5c-382a667d65bf,roniel cano,,love your app,5,0,7/16/2023 2:08,"dear friend, we are really glad that you like our product. your support and voice are very important to us.",10/28/2023 12:37,23.02.25000,en,us
d311db8e-a04a-48ea-9307-91fe7c91b868,johnny ride,,faina aplicația. e simplă și are tot ce am nevoie. imi place că pot sa pun icoane personalizate si ca am auto backup,5,0,7/11/2023 13:21,,,23.02.25000,en,us
7377d064-c17b-422a-8da3-7d42a175f289,kenneth dacus,,very good,5,0,6/30/2023 21:07,we appreciate your feedback and support. thank you,10/28/2023 12:37,23.02.25000,en,us
e62c5618-3d5e-4c38-8495-710b8f948ef6,ms. c,,great app. nice to have: copy and paste without edit or direct auto fill of password.,5,5,6/17/2023 13:05,,,23.02.25000,en,us
ae1fa209-e345-4e10-8dab-3d3c85bc3ac5,speakmymind tellthetruth,,love this application,5,0,5/29/2023 20:39,thank you for your support,5/29/2023 20:50,18.0.0,en,us
8eb79704-0fe1-4e0e-b15d-87a0614f6141,marie barajas,,i downloaded this app so i wouldn't have to guess and make up one! the very first thing i have to do with this when i open it is make up a password!,1,1,4/28/2023 10:35,are you still using the app? let us know how we can help,10/28/2023 12:42,,en,us
9b655e5c-ed7b-42b8-a777-b1db85a028d7,amarjit singh,,excellent,5,0,4/22/2023 2:21,we appreciate your feedback and support. thank you,10/28/2023 12:43,23.02.25000,en,us
7227c565-6380-4bab-a185-9e75b175fba1,melissa bryant,,"been using for several years and i still love it! easy to use, convenient, it's exactly what i needed one place to put all those irritating passwords that have to be changed every time i turn around. - one app that hasn't changed in a long list of installs and uninstalled.this has stood the test of time.",5,5,2/28/2023 21:28,we're always working hard to improve the app. thanks for your download and feedback.,3/1/2023 2:07,23.02.25000,en,us
dda87238-d4c4-4463-8d31-f8f76b81edee,sadman shoumik ahmed,,"hello, can you please tell me how to recover the login password.i am totally locked out as i cant login and access other passwords. thanks great work.",5,2,1/7/2023 21:34,thank you for downloading our app. we would love to help you with this issue. please write to us at support@managerpass.com so that we can help you.,1/5/2023 20:03,22.12.24000,en,us
7df89e33-4fc1-4d36-9038-c726cea4f66a,mofinela n,,"easy, user friendly & what i like the most, backup files can be saved in various ways",5,1,1/2/2023 5:50,thank you so much for your review!,1/3/2023 0:29,,en,us
34b63e1b-d877-422d-b642-da50984cc4cc,mary knauf,,great for saving password,5,0,12/29/2022 23:29,we're always working hard to improve the app. thanks for your download and feedback.,12/30/2022 12:28,22.12.24000,en,us
72bd8e04-fb56-4626-a3fc-a17e83bf5e2a,ped pedrick,,the initial problem of downloading my backup has been resolved though had a few issues that i managed to sort so i wanted a paper print out as i want to review and change some passwords but what used to be a 6 page print out is now 28+ pages as the conversion to pdf includes all the tags several times over plus some other data it did not used to this happens on both phones so is not a phone issue. otherwise i am impressed get this bug squashed and i will buy the full version.,3,10,12/28/2022 18:38,"we have fixed the issue with the pdf export. in the latest version of the app, the pdf export does not include the tags anymore. we thank you for your feedback and support.",1/9/2023 0:16,22.12.24000,en,us
5f06fefc-907d-4294-994d-bceed8c7c2e0,rach,,super useful! not a single complain at all.,5,0,12/27/2022 11:19,thank you for your support,12/28/2022 18:40,22.12.18000,en,us
6822fb8c-3a28-4a64-ab5f-d0923c0626aa,denise ralls-gaines,,great,5,0,12/19/2022 0:59,we're always working hard to improve the app. thanks for your download and feedback.,12/21/2022 12:53,22.11.23001,en,us
64c3ce2e-ea60-4b23-ac4e-dd9a43035c12,virginia whitehead,,really useful,5,0,12/9/2022 16:09,we're always working hard to improve the app. thanks for your download and feedback.,12/10/2022 16:27,22.11.23001,en,us
f15534a2-1576-413c-b144-45596bc4feac,amy norred,,fantastic!,5,0,12/8/2022 21:48,glad you like it! :),12/10/2022 16:27,22.11.23001,en,us
7d64e4c2-e730-4976-b0ae-2555d64c6f38,gloria dixon,,"the update threw me for a loop, but otherwise this app is a lifesaver.",5,0,12/8/2022 18:55,,,22.11.23001,en,us
33ac1dee-a328-4f0c-adc2-7a7ee7d3afe5,delia alonso,,do not install this app no support won't even respond to texts installed password option to manager pass it has locked me out after first time using that feature it seems i am stocked writing this in hope someone sees it and maybe i get help just discovered have no option to send this review,1,1,12/7/2022 20:05,have your issues been solved? if the experience with our app has improved can you rate us 5 stars ✨ it will mean the world to us. thank you,10/28/2023 13:02,22.11.23001,en,us
be9ecb47-83c9-4687-bd97-b406e27c02b0,kimberly langston,,i love this ap. all of my passwords in one place.,4,0,12/5/2022 3:02,we're always working hard to improve the app. thanks for your download and feedback.,12/5/2022 21:12,22.11.23001,en,us
63f04896-4657-4886-8cc0-e87dbe527c84,martyn lea,,this app lost all my stored passwords one day it was fi e the next nothing.,1,0,12/2/2022 18:34,"have your issues been solved ? if there is something that we can do to help you please let us know it will mean the world to us if you give us 5 stars, of course if the experience with our app has improved. thank you and we are sorry again for the inconvenience that we have caused",10/28/2023 13:05,22.11.23001,en,us
0b0a1256-eb5c-4c48-9bf1-da2e07ad827c,b. zhang,,i like it!,5,0,9/26/2022 21:38,,,18.0.0,en,us
5871a746-5c13-47e8-a3aa-12d7d92d971e,v,,edit used for years but now won't back up and no response from reports brilliant app. nice clear appearance. love it that can match icons and make own categories. so useful to have to hand. thank you xx,2,3,5/31/2022 20:20,all issue have been fixed. please give it another try. if the experience with our app has improved please give us 5 stars it will men the world to us. thank you,10/28/2023 13:12,18.0.0,en,us
72085cd9-d0c1-4205-883a-6e9f829e7661,onja ampk,,"this is a ""very good"" appt for password storage. i use it quite frequent.",5,0,4/7/2022 21:51,,,18.0.0,en,us
201ced7f-6328-44b2-b2ab-cbc8a2d5fd61,sandra p rogers (ladysas),,nice app. wish i could share the data with my other devices,3,0,4/3/2022 21:51,all issue have been fixed. please give it another try. if the experience with our app has improved please give us 5 stars it will men the world to us. thank you,10/28/2023 13:14,18.0.0,en,us
21dd881e-6890-4647-9f68-cb6933a87dd0,jason mendoza,,i just started using this app so i'm not going to give it 5 stars yet . but let's see hopefully this one will work out. jmm,3,0,2/25/2022 5:02,"hi, let us know what we can improve to create a better experience for you! if you like our app please give us 5 stars it will help us very much. thank you",10/28/2023 13:15,18.0.0,en,us
19c504aa-9098-44bc-8f80-a2465f4d7b5b,willie bennett,,great,5,0,2/18/2022 20:49,,,18.0.0,en,us
c1d37bc3-73cb-436b-9283-8640b007f336,dally natividad,,thank you so much ❤️ have a great day,5,1,1/27/2022 21:51,,,,en,us
a812dd8a-9291-4034-a40f-228cf324b6b1,ranger 13,,okay so far! future now greatest thing i've seen /saved me!‍,5,0,1/3/2022 20:10,,,,en,us
7fd56238-57fa-460b-9bb9-959dc79e38dd,dave ricard,,. no way to import passwords.,2,0,10/2/2021 19:15,we have a new version which we think you are going to like it. please give it another try. thank you,10/28/2023 13:20,18.0.0,en,us
3348781b-ed1c-447c-8fe0-3f887ec2c5b3,ankit malviya,,saves my all password with just 1 password. i'm using it from a year ago and it's still super useful.,5,6,8/2/2021 10:19,,,18.0.0,en,us
b4a97964-5ec6-48ee-8069-ea69aa952ae8,michelle brereton,,great app i have used it for years and thankful it does the job well,5,1,4/17/2021 11:35,,,18.0.0,en,us
1f452402-1ff3-45e3-a9a2-b9c09e8b5a87,isabelle baelde,,,5,0,2/26/2021 7:06,,,18.0.0,en,us
3cba1e68-0ec7-4b25-8fee-0a6631316bf4,irina penes,,"very good application, easy to use",5,1,1/2/2021 17:13,,,18.0.0,en,us
cc890337-30b6-4c55-997d-0f39a33fb32c,sid elias,,"warning do not install. if you ever want to change your phone. app developers are not responding , leaving feedback/issues through the app does not work and backing up or restoring of data is no longer supported",1,19,11/18/2020 17:15,we are very sorry for the issues that you had with the app. we have a new version which we think you are going to like it. please give it another try. thank you . also if you give us 5 stars it will mean the world to us.,10/28/2023 13:24,18.0.0,en,us
a4f9cf73-88de-426a-93ca-6aa6c353906c,lj hooker colyton st clair,,"hi wont restore from my google drive says "" password manager requires one or more google play services that are not currently available. please contact the developer for assistance"" i've never had this issue before. please help, when i try to get help says no internet connection",1,7,11/16/2020 16:25,we are very sorry for the issues that you had with the app. we have a new version which we think you are going to like it. please give it another try. thank you . also if you give us 5 stars it will mean the world to us.,10/28/2023 13:25,,en,us
d0b23a55-db9a-45b4-96f7-176c10288823,kabir hossain,,good,4,0,9/17/2020 23:58,,,18.0.0,en,us
3a4b58d5-7fe3-47d0-a155-611a9ebf7560,pong raksa,,update app please.,5,0,9/16/2020 6:15,,,18.0.0,en,us
35594743-0b65-4e55-842e-3e2e32e86ac2,kimberly carr,,very helpful app,5,0,9/6/2020 3:46,,,18.0.0,en,us
88b34d21-c249-49c2-9297-8fbafc6887f9,a google user,,i love this app! it's so easy to use & no complex icons in the password setup features. still loving it.,5,3,8/19/2020 2:33,,,18.0.0,en,us
17c9797d-ef6a-424c-8665-a986a9b0e112,abc pqr,,"i'm having problem to backup all passwords to google drive. error message says: password manager requires one or more google play services. please contact the deleveloper. i have backed up all passwords to my google drive several times earlier, but now i can't. please provide me a solution. also i tried to use the option ""report an issue"" from the app inside, which too doesn't work saying ""something went wrong, check your internet connection"", although internet was working.",4,31,8/8/2020 1:20,,,18.0.0,en,us
2c9df9ed-439a-4bbc-91b2-149206444621,joseph s,,simple to use and effective.,5,0,7/17/2020 16:58,,,18.0.0,en,us
eb2aa81b-e705-4737-8a29-3966c9302df7,brandi howay,,best password app yet!,4,0,6/8/2020 16:41,,,18.0.0,en,us
cf24cfe6-6fa0-4b15-84e2-be241ef0a553,jarrett yap,,works well,5,0,5/4/2020 4:40,,,18.0.0,en,us
ed42d5d7-4ec3-42e6-bde1-1a26b540fa14,a google user,,"great app, easy to use",5,0,4/2/2020 8:43,,,18.0.0,en,us
1c738eed-dbcc-474a-b8e2-1e50afa6ee3d,a google user,,easy,5,0,3/18/2020 15:26,,,18.0.0,en,us
a9ac33b8-1a1b-41c6-902f-7c03593047fc,a google user,,i keeps me in order. i love it and have recommend that my daughter use it.,5,2,3/18/2020 0:00,,,18.0.0,en,us
b3ceb31f-2b9e-48a8-819f-c5f19909f6c4,a google user,,great app for keeping track of the many password changes to the different apps,5,0,3/12/2020 19:22,,,18.0.0,en,us
7252195c-b0c0-4764-acc1-1e35b4b7576b,a google user,,this app has been a life saver. having so many passwords to keep up with can be difficult but this app allows me to keep all of them in one spot.,4,7,2/20/2020 18:43,,,,en,us
687e4935-93ba-454e-bac0-442b188c63b4,a google user,,i love it,5,0,1/8/2020 23:01,,,18.0.0,en,us
3a81dd9c-36b1-473b-8703-f28fe6efffd2,a google user,,great app!,5,0,1/4/2020 7:34,,,18.0.0,en,us
a8d8574a-dd23-4b32-b58e-5a11c2e0799e,a google user,,it easy and so fare works,5,1,1/3/2020 9:57,,,18.0.0,en,us
76c8e3e3-fec7-4390-be5b-85415075b003,a google user,,very good apps,4,0,12/30/2019 16:29,,,18.0.0,en,us
9a17a977-d1cb-49d9-bd48-1ad57cc37444,a google user,,just the best,5,0,12/17/2019 16:41,,,18.0.0,en,us
7aada3e2-a836-421a-9e09-412bc195a055,a google user,,love this app! just don't forget your password! it's so well protected your the only one who can open your information .,5,5,12/6/2019 22:05,,,18.0.0,en,us
0e38226c-ba5c-4e2e-93fa-b03d519e872c,a google user,,good,5,0,11/16/2019 6:29,,,18.0.0,en,us
ffa16d3e-a6ff-4c89-b95c-f0d2b05ed4b1,a google user,,excellent app.,5,0,9/29/2019 13:30,,,18.0.0,en,us
42322da2-d48f-454c-b66a-f210a56f12a9,a google user,,the best password manager i've used so far,5,1,8/21/2019 18:43,,,18.0.0,en,us
51bc3f3e-a922-4f65-99d5-dee38215ee26,a google user,,easy to use. great off-line app.,4,2,6/20/2019 23:12,,,18.0.0,en,us
25c383ef-cf3f-4ecb-a870-e5bd89e32d35,a google user,,keeps me organized and avoids pulling my hair out! recommended by an it friend.,5,2,6/1/2019 5:16,,,18.0.0,en,us
330ab77c-e04f-4fe4-8a75-cab017309212,a google user,,awesome,5,3,6/1/2019 3:13,,,18.0.0,en,us
47aadc96-1598-439d-aba7-8b03104eadf4,a google user,,has some icons. doesn't have mewe social network icon . secure. i'm happy .,5,2,4/28/2019 13:18,,,18.0.0,en,us
144014c2-8a38-4b99-859a-7b5cd13ffd6b,a google user,,good,4,1,3/25/2019 17:41,,,18.0.0,en,us
d86a4a1a-6077-48ef-accf-0675ca6a4fc7,a google user,,easy to use,5,2,3/1/2019 10:39,,,18.0.0,en,us
5518e3a4-c32e-4a58-88ad-74b38422e827,a google user,,convenient pw storage. just a master pw to keep app safe. also backup to cloud drive.,5,5,1/14/2019 7:01,,,18.0.0,en,us
89ea1107-fec1-4b0f-b699-29827cf605fc,a google user,,"secure . works perfectly. i was able to recover my data after multiple bootloader failures! the only feature i would like to have is, customizable icons - create my own standard icons. e.g. specific icons unique to my country.",5,11,12/2/2018 5:40,,,,en,us
94862be6-b778-4bae-b248-88da18f41c36,a google user,,easy t manage,5,2,11/30/2018 18:44,,,18.0.0,en,us
4aec16a3-a2ae-48d8-ac00-0667e9073c55,a google user,,very good app. i just need to know what happens if i loose my phone? how do get my info back in secure mode?,4,14,11/26/2018 0:21,"hi joe, thank you for the feedback and support. we recommend you do backup files on your dropbox or google drive account. you can restore your data from those file. if you still have questions please let us know. kind regards, support team",11/26/2018 3:55,18.0.0,en,us
e7f945c6-0658-436e-bfff-006512f6ec90,a google user,,great . i use it all the time !,5,1,10/18/2018 0:43,,,18.0.0,en,us
7fe2eb4e-0cd8-4441-b185-641e1a397e68,a google user,,"great app, easy to use. i have no issues",5,2,9/10/2018 7:21,,,18.0.0,en,us
bf75e5c9-20bd-4285-a3b8-6ad43b76a83b,a google user,,easy to use. previously i was able to restore my backup data multiple times due to bootloader failures on my lg-g3. this is a must for all smartphone. i've lost data so many times before. transferring my data to my current phone was a simple and easy. excellent job! thank you so much.very happy with the new feature. fingerprint scan is very nice!,5,15,8/31/2018 0:30,,,18.0.0,en,us
38b16f09-b02a-48de-87ce-fd1a389f1872,a google user,,i really recommend this app. it's a nice app ever that we could use. very organized for account to keep your password and email with matching icon that reflects to the account that related to. so useful and manageable. its better to organized with style but simply. i love it!,5,2,8/22/2018 18:06,,,17.0.0,en,us
de7e56af-a0c9-432b-85ab-8483a6082b3c,a google user,,is this app available on my laptop?,4,1,8/3/2018 17:57,,,17.0.0,en,us
52632cad-7cc1-4b8e-937a-b7cfef5d838a,a google user,,loved the app for awhile but recently it has wiped all my passwords twice. you don't get a third strike with me. uninstalling because i can't trust this app.,1,1,8/1/2018 0:19,"hi, thank you for your support. your feedback is very important to us. we want to let you know that the issue with data being removed has been fixed. also we have added fingerprint authentication. we are very sorry for the inconveniences that we have caused and we hope that you are still using our product. regards, support team",9/1/2018 1:00,17.0.0,en,us
300da08c-1821-4454-860b-a32371e9664e,a google user,,this is the easiest security app i have found. it makes storing passwords simple.,5,1,5/2/2018 8:51,,,17.0.0,en,us
7521a973-70e7-47fa-b35d-bac8800e023f,a google user,,good quality easy to set up and use,5,1,3/24/2018 4:07,,,17.0.0,en,us
80e63126-58d4-4b1b-83a9-783e8940b47d,a google user,,easy to use and handy.,5,2,3/13/2018 19:48,,,17.0.0,en,us
9eb93dbc-7003-437e-9a40-d4c5a698aa51,a google user,,love this app! this is my life in one little app,5,1,2/24/2018 8:13,,,17.0.0,en,us
84cf5585-b258-4eb7-880e-5a891b18eb31,a google user,,easy to use. simple storage for passwords. probably not for everyone. but perfect if you just want a single source for your passwords without all the exotic features.,5,4,2/18/2018 2:38,,,17.0.0,en,us
982ebefa-e8b8-4043-930b-1a340f344374,a google user,,"i tried many apps before i finally found one that was conducive to my needs. i am not familiar with all of the apps feature, however, i am happy with what i presently see. i don't want an upgrade to pro feature as the current is sufficient. thanks",5,6,1/24/2018 20:37,,,17.0.0,en,us
27c2dcbc-e827-49b7-83f2-39d90a206617,a google user,,the app works as advertised.,5,1,1/15/2018 8:30,,,17.0.0,en,us
78669449-84df-40c4-a65e-224a7f1811f2,a google user,,not too bad,5,1,1/8/2018 5:40,,,17.0.0,en,us
7715fcf6-c017-4edc-8fc4-d23a9daa6999,a google user,,"potentially a great app except for the following points which i could notice in the short period of use: 1. does not require an account - which means if anyone gets access to your phone, they can see your passwords! unsecure, uhh? 2. description doesn't give any idea about encryption of your data on the phone! 3. sync to dropbox/googledrive could be automated!",3,0,12/13/2017 22:54,,,,en,us
0b8d7005-b436-4e72-86a4-1572619289e4,a google user,,"does what it's supposed to do, easy to use. very customizable. can't find any negatives. let's hope it stays that way.",5,2,11/19/2017 0:36,,,17.0.0,en,us
8a2b8c3a-d898-4c2a-adf7-764b6575afe4,a google user,,love this app. it's so clear and easy to se each password saved.,5,3,11/1/2017 14:26,,,17.0.0,en,us
2a3756d6-43dc-409b-aad9-9400886fcba7,a google user,,nice to have my passwords all in one place.,5,7,11/1/2017 4:56,,,17.0.0,en,us
eac3fa63-3bcc-4ef4-8a22-2a64cc81229f,a google user,,great app!,5,2,10/21/2017 18:30,,,17.0.0,en,us
e770dfcb-af28-4b19-89c6-d44a63e39934,a google user,,works great for my needs.,5,2,9/25/2017 6:59,,,16.0.2,en,us
72f06b2d-fcfa-49b5-9685-ca587167479e,a google user,,ok good app.very safe and useful,5,1,9/23/2017 1:26,,,16.0.2,en,us
e990717c-d0a3-48b3-abe9-87cd0a4829b7,a google user,,good app. easy to save all my information. have been saver many times.,5,2,8/29/2017 20:28,,,16.0.2,en,us
40667adf-3d81-4ffd-9938-626f02740aae,a google user,,"i like this app, just wish there was some way to recover all my passwords i had before i changed phones. i tried to find a backup and have been unsuccessful.",4,0,8/26/2017 23:43,"hi toni, thank you for your feedback and support. if you have created a backup file, be sure to connect to the same account. you can also check the existence of your backup files on your dropbox/google drive account. if the issue persist, please contact support, we will try to help you recover your data. kind regards, support team",8/27/2017 1:33,,en,us
0f0172ba-87ef-4f95-986d-7d697ca6a3a1,a google user,,efficient and well designed,5,0,8/1/2017 1:06,,,16.0.2,en,us
cb67f0d3-04b8-4dbd-9676-bf3d2ce31fe7,a google user,,good one.,5,1,7/29/2017 19:53,,,16.0.2,en,us
4ad33523-692b-4155-8532-de70516be605,a google user,,loving it so far. it was easy to load all my info and i really like the look of it. i gave it a 4 though because it doesn't have an auto lock. you have to log out for it to lock up again. would love to see this security feature added.,4,4,7/23/2017 22:38,"hi gina, thank you for your support and feedback. the auto-lock option is now in development. this will be available in the next release among other new features. we will inform you when the new release is live. kind regards, support team",7/28/2017 1:12,16.0.2,en,us
c1134f24-fbd9-437e-9721-807cf238b30f,a google user,,good app that stores my passwords and backup to google drive.,4,2,7/23/2017 8:47,,,16.0.2,en,us
7e28ba65-030c-4c9e-a6bb-00771e85b4d5,a google user,,love the app,5,1,7/20/2017 12:33,,,16.0.2,en,us
6236ca6d-1e3d-4b43-9425-b9e2ea8a6c40,a google user,,"when i retrieve stored information from google drive, it becomes unrecognisable. how can it be possible to retrieve information the same as uploaded?",4,1,7/19/2017 21:06,"hello, thank you for your feedback. the backup files that are stored on your google dive account are encrypted (for security reasons). if the content of a backup file is altered, you will not be able to retrieve the data from that file. kind regards, support team",7/20/2017 0:03,16.0.2,en,us
c9cd0cd0-b63f-4831-a8ce-46cac5955754,a google user,,"while it does not auto-sync, it can store it's data on google drive and dropbox, so it can be accessed across all platforms. it also does lack an auto-close feature. otherwise, a very useful app. i especially like the one click copy to clipboard, very handy! also has a password generator, way cool! a few small tweeks, and this app would rock!",4,1,7/12/2017 16:49,"hi jay, thank you for your feedback and for your support. we want to let you know that the auto lock option and the automatic backup will be available in the next release among other new features. kind regards, support team",7/28/2017 1:15,16.0.2,en,us
e87a5f5c-90e4-4143-a933-985086811b4d,a google user,,"does what i need it to do. would like to see some sort of auto close option for app when phone sleeps or shuts down. other than that, good app",4,2,7/6/2017 5:54,"hi janet, thank you for your feedback and for your support. we want to let you know that the auto lock option and the automatic backup will be available in the next release among other new features. the new version is under development. we will let you know when the new features are available. kind regards, support team",7/28/2017 1:18,16.0.2,en,us
3b5c51ea-8263-4839-8626-47df3c1f69ba,a google user,,great to store password,4,1,7/2/2017 19:41,,,16.0.2,en,us
84e53c91-91f7-4581-800a-e07ef41bc6b6,a google user,,awesome,5,1,6/24/2017 3:19,,,16.0.2,en,us
8d62d61f-b5a5-4c54-8e9c-1f301e8e5ab6,a google user,,very nice app,4,3,6/21/2017 17:03,,,16.0.2,en,us
9abc95be-2575-4e7b-ade7-13b9f0d6f43d,a google user,,it is easy to use and has a nice screen layout.,5,3,6/18/2017 21:22,,,16.0.2,en,us
7c6d3a53-7ed0-4e51-ae5b-41b1948323ed,a google user,,very handy no problems at all.,5,3,6/10/2017 22:51,,,16.0.2,en,us
d5934474-9ebd-41c5-b35a-052643ea0d78,a google user,,"simple and best password manager. lovely ui and icons. if the option to add more fields is given, then it can be used for many purposes. keep up the good work.",5,9,5/31/2017 10:35,,,16.0.2,en,us
9c0c66ed-d7bf-4cdd-8ec8-9d599d619bee,a google user,,it is nice and very well simple to use,5,4,5/24/2017 5:55,,,16.0.2,en,us
6e9bd0f5-06cc-4ee6-b127-18493c6746d7,a google user,,good done,5,2,5/19/2017 10:13,,,16.0.2,en,us
8032fdb9-d2cb-4547-95a5-7f6f5b7a9968,a google user,,so far so good,5,2,5/15/2017 3:40,,,16.0.2,en,us
8b613100-cb0e-446e-89c0-66ef21811dc5,a google user,,super and easy,5,3,4/20/2017 21:32,,,10.5.3,en,us
8f41fb4e-89bb-4cb2-a258-4179d7ebe783,a google user,,amazing,5,0,4/10/2017 4:11,,,,en,us
189fded4-5388-4d12-9fe6-bd89992d8219,a google user,,great password keeper! easy to store and retrieve. thanks so much for the work and dedication put into this app!,5,2,3/8/2017 10:38,,,10.5.1,en,us
44244801-c2c9-47ba-811b-3ef8140dbbd7,a google user,,"great app, simple to use.",5,1,2/9/2017 0:27,,,10.4.1,en,us
b8cb4951-0e2c-47f2-b5b2-cc89daeab783,a google user,,easy to use and flexible with good choice of icons to go with the passwords,5,2,2/5/2017 13:17,,,10.5.0,en,us
a3bf82b7-da8e-43ed-b2a4-b540a1dba49b,a google user,,good,5,0,1/11/2017 21:55,,,10.3.1,en,us
91635daa-e90e-46c9-9878-d4a3806c3c2e,a google user,,i loved this while inputting my passwords. very easy to use. but i never selected a security code and closed out the app. now i cannot regain access. there is no option to recover account,3,2,12/5/2016 18:57,"hi rachel, thank you for your feedback. if the app asks you for a password it means that you have set up a password. when you set up a password you can also set a recovery email address for situations when you don't remember your password. if you didn't provide an email address we cannot reset your password. kind regards, pm team",12/5/2016 19:14,7.1.1,en,us
